Sales Person,Product,Country,Date,Amount,Boxes,Order Status
Gunar Cockshoot,Raspberry Choco,Canada,16-Jun-23,5370.75,538,Delivered
Gigi Bohling,50% Dark Bites,New Zealand,16-Jun-23,373.5,20,Delivered
Brien Boise,Raspberry Choco,Australia,16-Jun-23,6779.25,1356,Cancelled
Curtice Advani,Drinking Coco,USA,16-Jun-23,5328,485,Delivered
Kaine Padly,85% Dark Bars,Australia,16-Jun-23,11866.5,475,Delivered
Gunar Cockshoot,50% Dark Bites,USA,16-Jun-23,10347.75,518,Delivered
Jan Morforth,Eclairs,India,16-Jun-23,4131,218,Delivered
Marney O'Breen,Organic Choco Syrup,USA,16-Jun-23,8124.75,370,Delivered
Marney O'Breen,Baker's Choco Chips,USA,16-Jun-23,3836.25,202,Delivered
Andria Kimpton,Manuka Honey Choco,New Zealand,16-Jun-23,13101.75,596,Delivered
Jehu Rudeforth,Baker's Choco Chips,Canada,16-Jun-23,870.75,44,Delivered
Barr Faughny,70% Dark Bites,UK,16-Jun-23,6984,466,Delivered
Beverie Moffet,Drinking Coco,USA,19-Jun-23,5820.75,448,Delivered
Van Tuxwell,Drinking Coco,New Zealand,19-Jun-23,4936.5,412,Delivered
Kelci Walkden,70% Dark Bites,USA,19-Jun-23,5262.75,310,Delivered
Rafaelita Blaksland,Drinking Coco,India,19-Jun-23,4995,625,Delivered
Madelene Upcott,Peanut Butter Cubes,New Zealand,19-Jun-23,7924.5,331,Delivered
Mallorie Waber,Mint Chip Choco,New Zealand,19-Jun-23,5238,524,Delivered
Wilone O'Kielt,Orange Choco,Australia,19-Jun-23,10626.75,1181,Delivered
Jehu Rudeforth,Caramel Stuffed Bars,UK,19-Jun-23,9434.25,450,Delivered
Beverie Moffet,Caramel Stuffed Bars,India,19-Jun-23,1530,90,Delivered
Husein Augar,Eclairs,UK,19-Jun-23,3082.5,141,Delivered
Curtice Advani,70% Dark Bites,Australia,19-Jun-23,2610,145,Delivered
Brien Boise,Baker's Choco Chips,Canada,19-Jun-23,11407.5,713,Delivered
Curtice Advani,Peanut Butter Cubes,UK,20-Jun-23,11394,496,Delivered
Gunar Cockshoot,70% Dark Bites,USA,20-Jun-23,605.25,36,Delivered
Camilla Castle,Eclairs,USA,20-Jun-23,2799,156,Delivered
Oby Sorrel,Smooth Silky Salty,India,20-Jun-23,9069.75,1134,Delivered
Jan Morforth,Mint Chip Choco,New Zealand,20-Jun-23,3757.5,376,Delivered
Kelci Walkden,99% Dark & Pure,UK,20-Jun-23,6376.5,278,Delivered
Barr Faughny,Orange Choco,Australia,20-Jun-23,8786.25,1099,Delivered
Kelci Walkden,Eclairs,Canada,20-Jun-23,6210,270,Delivered
Madelene Upcott,99% Dark & Pure,New Zealand,20-Jun-23,11965.5,544,Delivered
Karlen McCaffrey,Peanut Butter Cubes,USA,20-Jun-23,6711.75,354,Delivered
Dotty Strutley,50% Dark Bites,India,20-Jun-23,4956.75,292,Delivered
Gunar Cockshoot,Peanut Butter Cubes,UK,20-Jun-23,9425.25,449,Delivered
Andria Kimpton,Eclairs,USA,20-Jun-23,1035,45,Delivered
Jan Morforth,Eclairs,Canada,20-Jun-23,963,42,Delivered
Wilone O'Kielt,Baker's Choco Chips,Canada,20-Jun-23,12935.25,761,Delivered
Ches Bonnell,85% Dark Bars,New Zealand,20-Jun-23,2337.75,94,Delivered
Dotty Strutley,Manuka Honey Choco,India,20-Jun-23,319.5,16,Delivered
Kelci Walkden,Mint Chip Choco,New Zealand,21-Jun-23,2198.25,220,Delivered
Wilone O'Kielt,Mint Chip Choco,India,21-Jun-23,5298.75,589,Delivered
Jehu Rudeforth,Mint Chip Choco,Canada,21-Jun-23,3206.25,321,Delivered
Van Tuxwell,After Nines,USA,21-Jun-23,6997.5,700,Delivered
Kaine Padly,Drinking Coco,UK,21-Jun-23,5388.75,490,Delivered
Gunar Cockshoot,Eclairs,New Zealand,21-Jun-23,2477.25,124,Delivered
Dotty Strutley,Smooth Silky Salty,USA,21-Jun-23,9711,1388,Delivered
Beverie Moffet,Peanut Butter Cubes,India,21-Jun-23,4315.5,228,Delivered
Brien Boise,Manuka Honey Choco,New Zealand,21-Jun-23,9312.75,466,Delivered
Ches Bonnell,99% Dark & Pure,Australia,21-Jun-23,1743.75,80,Delivered
Ches Bonnell,50% Dark Bites,USA,21-Jun-23,1647,75,Delivered
Van Tuxwell,Manuka Honey Choco,USA,21-Jun-23,3874.5,216,Delivered
Barr Faughny,70% Dark Bites,UK,21-Jun-23,1176.75,70,Delivered
Marney O'Breen,Raspberry Choco,UK,21-Jun-23,722.25,91,Delivered
Husein Augar,Almond Choco,UK,21-Jun-23,4556.25,456,Delivered
Mallorie Waber,70% Dark Bites,UK,21-Jun-23,6714,395,Delivered
Gigi Bohling,Milk Bars,USA,22-Jun-23,4437,212,Delivered
Jan Morforth,70% Dark Bites,Canada,22-Jun-23,987.75,55,Delivered
Beverie Moffet,70% Dark Bites,USA,22-Jun-23,7258.5,383,Delivered
Marney O'Breen,Organic Choco Syrup,UK,22-Jun-23,15725.25,749,Delivered
Madelene Upcott,Peanut Butter Cubes,UK,22-Jun-23,4551.75,190,Delivered
Gunar Cockshoot,Drinking Coco,UK,22-Jun-23,6032.25,671,Delivered
Gunar Cockshoot,99% Dark & Pure,USA,23-Jun-23,5377.5,234,Delivered
Brien Boise,50% Dark Bites,UK,23-Jun-23,2648.25,156,Delivered
Barr Faughny,Baker's Choco Chips,India,23-Jun-23,13079.25,872,Delivered
Beverie Moffet,Drinking Coco,Australia,23-Jun-23,4493.25,500,Delivered
Jehu Rudeforth,99% Dark & Pure,USA,23-Jun-23,11848.5,593,Cancelled
Barr Faughny,85% Dark Bars,New Zealand,23-Jun-23,8919,344,Delivered
Curtice Advani,50% Dark Bites,Australia,23-Jun-23,180,9,Delivered
Beverie Moffet,Caramel Stuffed Bars,USA,23-Jun-23,16569,829,Delivered
Barr Faughny,Baker's Choco Chips,Canada,23-Jun-23,4851,286,Delivered
Van Tuxwell,70% Dark Bites,UK,23-Jun-23,137.25,7,Delivered
Karlen McCaffrey,Smooth Silky Salty,India,23-Jun-23,405,34,Delivered
Madelene Upcott,Peanut Butter Cubes,Canada,23-Jun-23,4934.25,247,Delivered
Karlen McCaffrey,50% Dark Bites,UK,26-Jun-23,9821.25,517,Delivered
Gigi Bohling,50% Dark Bites,Australia,26-Jun-23,4470.75,224,Delivered
Dotty Strutley,85% Dark Bars,UK,26-Jun-23,202.5,9,Cancelled
Marney O'Breen,Peanut Butter Cubes,Australia,26-Jun-23,6149.25,257,Delivered
Van Tuxwell,Smooth Silky Salty,UK,26-Jun-23,10307.25,1473,Cancelled
Barr Faughny,Mint Chip Choco,Canada,26-Jun-23,1503,151,Delivered
Madelene Upcott,Smooth Silky Salty,USA,26-Jun-23,2081.25,174,Delivered
Van Tuxwell,Drinking Coco,Australia,26-Jun-23,5145.75,429,Delivered
Madelene Upcott,Baker's Choco Chips,India,26-Jun-23,9040.5,532,Delivered
Wilone O'Kielt,Orange Choco,UK,27-Jun-23,8019,1337,Delivered
Brien Boise,99% Dark & Pure,New Zealand,27-Jun-23,6633,332,Delivered
Camilla Castle,Smooth Silky Salty,UK,27-Jun-23,632.25,80,Delivered
Kelci Walkden,85% Dark Bars,UK,27-Jun-23,3366,153,Delivered
Barr Faughny,Drinking Coco,USA,28-Jun-23,5476.5,498,Delivered
Van Tuxwell,Choco Coated Almonds,USA,28-Jun-23,9810,981,Delivered
Mallorie Waber,Organic Choco Syrup,USA,28-Jun-23,7863.75,394,Delivered
Jehu Rudeforth,Manuka Honey Choco,USA,28-Jun-23,364.5,17,Delivered
Andria Kimpton,Spicy Special Slims,UK,28-Jun-23,3210.75,189,Delivered
Roddy Speechley,85% Dark Bars,India,28-Jun-23,5368.5,256,Delivered
Gunar Cockshoot,Manuka Honey Choco,USA,28-Jun-23,5519.25,291,Delivered
Husein Augar,Eclairs,UK,28-Jun-23,2268,114,Delivered
Madelene Upcott,Spicy Special Slims,UK,28-Jun-23,4284,215,Delivered
Brien Boise,50% Dark Bites,Canada,28-Jun-23,5143.5,286,Delivered
Ches Bonnell,White Choc,India,28-Jun-23,4275,195,Delivered
Van Tuxwell,Drinking Coco,UK,28-Jun-23,5172.75,575,Delivered
Roddy Speechley,Choco Coated Almonds,USA,28-Jun-23,1653.75,138,Delivered
Rafaelita Blaksland,70% Dark Bites,India,28-Jun-23,1629,102,Cancelled
Curtice Advani,50% Dark Bites,UK,28-Jun-23,5402.25,246,Delivered
Andria Kimpton,Manuka Honey Choco,India,28-Jun-23,634.5,34,Delivered
Brien Boise,Choco Coated Almonds,Canada,28-Jun-23,9276.75,619,Delivered
Madelene Upcott,Drinking Coco,Canada,28-Jun-23,5276.25,660,Delivered
Ches Bonnell,Orange Choco,UK,28-Jun-23,17721,2954,Delivered
Marney O'Breen,Organic Choco Syrup,Canada,28-Jun-23,16087.5,847,Delivered
Kelci Walkden,Orange Choco,UK,28-Jun-23,9211.5,1024,Delivered
Curtice Advani,Drinking Coco,USA,28-Jun-23,5058,390,Delivered
Kelci Walkden,99% Dark & Pure,USA,29-Jun-23,13839.75,630,Delivered
Kelci Walkden,Smooth Silky Salty,Australia,29-Jun-23,4533.75,567,Delivered
Gunar Cockshoot,Choco Coated Almonds,UK,29-Jun-23,9299.25,846,Delivered
Roddy Speechley,85% Dark Bars,India,29-Jun-23,4664.25,203,Delivered
Kaine Padly,Smooth Silky Salty,India,29-Jun-23,5895,843,Delivered
Marney O'Breen,70% Dark Bites,Australia,30-Jun-23,4754.25,298,Delivered
Oby Sorrel,99% Dark & Pure,USA,30-Jun-23,8140.5,340,Delivered
Beverie Moffet,Spicy Special Slims,Australia,30-Jun-23,2785.5,164,Delivered
Dotty Strutley,Drinking Coco,New Zealand,30-Jun-23,4484.25,374,Delivered
Jehu Rudeforth,Drinking Coco,UK,30-Jun-23,6266.25,483,Delivered
Gunar Cockshoot,Raspberry Choco,New Zealand,30-Jun-23,436.5,55,Delivered
Madelene Upcott,Peanut Butter Cubes,Canada,30-Jun-23,8169.75,372,Delivered
Dotty Strutley,50% Dark Bites,India,30-Jun-23,456.75,26,Delivered
Gigi Bohling,Mint Chip Choco,Australia,30-Jun-23,227.25,23,Delivered
Gunar Cockshoot,White Choc,USA,30-Jun-23,6124.5,267,Delivered
Van Tuxwell,50% Dark Bites,UK,30-Jun-23,1098,55,Delivered
Wilone O'Kielt,99% Dark & Pure,Canada,30-Jun-23,180,10,Delivered
Husein Augar,99% Dark & Pure,UK,30-Jun-23,13979.25,666,Delivered
Andria Kimpton,After Nines,Australia,30-Jun-23,1257.75,126,Delivered
Madelene Upcott,85% Dark Bars,Canada,30-Jun-23,1626.75,68,Delivered
Jehu Rudeforth,Orange Choco,Australia,30-Jun-23,5980.5,748,Delivered
Roddy Speechley,Peanut Butter Cubes,Canada,03-Jul-23,3235.5,141,Delivered
Jehu Rudeforth,Manuka Honey Choco,India,03-Jul-23,1586.25,84,Delivered
Mallorie Waber,Manuka Honey Choco,Australia,03-Jul-23,7652.25,403,Delivered
Kelci Walkden,Caramel Stuffed Bars,Canada,03-Jul-23,5303.25,295,Delivered
Brien Boise,Mint Chip Choco,Canada,03-Jul-23,6788.25,566,Delivered
Roddy Speechley,70% Dark Bites,Australia,03-Jul-23,1539,91,Delivered
Marney O'Breen,Mint Chip Choco,UK,03-Jul-23,4095,455,Delivered
Brien Boise,Smooth Silky Salty,UK,03-Jul-23,2340,293,Delivered
Barr Faughny,Drinking Coco,New Zealand,03-Jul-23,4092.75,342,Delivered
Gunar Cockshoot,Baker's Choco Chips,UK,03-Jul-23,4018.5,224,Delivered
Dennison Crosswaite,Drinking Coco,Canada,03-Jul-23,5717.25,520,Cancelled
Gunar Cockshoot,Drinking Coco,USA,03-Jul-23,4234.5,353,Delivered
Brien Boise,White Choc,Canada,03-Jul-23,6111,266,Delivered
Barr Faughny,50% Dark Bites,USA,03-Jul-23,4934.25,291,Delivered
Rafaelita Blaksland,70% Dark Bites,Australia,03-Jul-23,3431.25,202,Delivered
Gunar Cockshoot,Fruit & Nut Bars,UK,03-Jul-23,2745,120,Delivered
Curtice Advani,70% Dark Bites,Canada,03-Jul-23,2801.25,165,Delivered
Gigi Bohling,Raspberry Choco,Canada,03-Jul-23,12361.5,1766,Delivered
Dotty Strutley,Eclairs,UK,03-Jul-23,4182.75,182,Cancelled
Roddy Speechley,Raspberry Choco,UK,03-Jul-23,8860.5,1266,Cancelled
Beverie Moffet,Peanut Butter Cubes,USA,03-Jul-23,8133.75,429,Delivered
Madelene Upcott,Smooth Silky Salty,UK,03-Jul-23,4007.25,334,Delivered
Dotty Strutley,Choco Coated Almonds,UK,04-Jul-23,2328.75,212,Delivered
Marney O'Breen,Spicy Special Slims,UK,04-Jul-23,3854.25,241,Delivered
Jan Morforth,Drinking Coco,UK,04-Jul-23,6441.75,586,Delivered
Brien Boise,99% Dark & Pure,UK,04-Jul-23,2940.75,123,Delivered
Rafaelita Blaksland,Manuka Honey Choco,New Zealand,05-Jul-23,7112.25,375,Delivered
Barr Faughny,Caramel Stuffed Bars,USA,05-Jul-23,1415.25,68,Delivered
Dotty Strutley,Choco Coated Almonds,UK,05-Jul-23,5123.25,342,Delivered
Husein Augar,Orange Choco,Australia,05-Jul-23,12510,1251,Delivered
Dotty Strutley,Organic Choco Syrup,Australia,05-Jul-23,20119.5,1059,Delivered
Karlen McCaffrey,99% Dark & Pure,New Zealand,05-Jul-23,2652.75,127,Delivered
Jehu Rudeforth,50% Dark Bites,UK,05-Jul-23,7539.75,360,Delivered
Husein Augar,Almond Choco,Canada,05-Jul-23,19212.75,1922,Delivered
Rafaelita Blaksland,After Nines,USA,05-Jul-23,4214.25,325,Delivered
Van Tuxwell,Spicy Special Slims,USA,05-Jul-23,1057.5,67,Delivered
Gigi Bohling,Organic Choco Syrup,Canada,06-Jul-23,13041,593,Delivered
Wilone O'Kielt,Choco Coated Almonds,Australia,06-Jul-23,4423.5,295,Delivered
Madelene Upcott,Choco Coated Almonds,New Zealand,06-Jul-23,7245,518,Delivered
Curtice Advani,Orange Choco,USA,06-Jul-23,11211.75,1869,Delivered
Dotty Strutley,Raspberry Choco,India,06-Jul-23,400.5,58,Delivered
Kelci Walkden,Mint Chip Choco,India,06-Jul-23,2070,207,Delivered
Husein Augar,Drinking Coco,UK,06-Jul-23,5161.5,398,Cancelled
Brien Boise,70% Dark Bites,UK,06-Jul-23,9040.5,603,Delivered
Brien Boise,85% Dark Bars,India,07-Jul-23,4061.25,170,Delivered
Wilone O'Kielt,70% Dark Bites,Canada,07-Jul-23,5323.5,296,Delivered
Rafaelita Blaksland,Drinking Coco,UK,07-Jul-23,5620.5,625,Delivered
Brien Boise,Mint Chip Choco,UK,07-Jul-23,4549.5,506,Delivered
Gunar Cockshoot,Mint Chip Choco,UK,07-Jul-23,873,73,Delivered
Roddy Speechley,70% Dark Bites,UK,07-Jul-23,4347,256,Delivered
Brien Boise,Fruit & Nut Bars,UK,07-Jul-23,8410.5,301,Delivered
Husein Augar,70% Dark Bites,India,07-Jul-23,747,50,Cancelled
Gigi Bohling,Manuka Honey Choco,UK,07-Jul-23,4860,232,Delivered
Kelci Walkden,Manuka Honey Choco,UK,07-Jul-23,7395.75,411,Delivered
Husein Augar,99% Dark & Pure,New Zealand,07-Jul-23,9227.25,462,Delivered
Dotty Strutley,Eclairs,New Zealand,07-Jul-23,5712.75,273,Delivered
Jehu Rudeforth,85% Dark Bars,UK,07-Jul-23,8649,333,Delivered
Husein Augar,99% Dark & Pure,Canada,07-Jul-23,5145.75,215,Delivered
Jan Morforth,Drinking Coco,India,07-Jul-23,5676.75,568,Delivered
Madelene Upcott,Spicy Special Slims,India,07-Jul-23,2542.5,128,Delivered
Brien Boise,Organic Choco Syrup,USA,07-Jul-23,6756.75,376,Delivered
Gunar Cockshoot,After Nines,Australia,07-Jul-23,7103.25,474,Delivered
Rafaelita Blaksland,Caramel Stuffed Bars,India,10-Jul-23,20470.5,931,Delivered
Dotty Strutley,85% Dark Bars,Australia,10-Jul-23,10143,391,Delivered
Curtice Advani,Organic Choco Syrup,UK,10-Jul-23,2061,99,Delivered
Karlen McCaffrey,Baker's Choco Chips,UK,10-Jul-23,9742.5,609,Delivered
Dotty Strutley,Choco Coated Almonds,India,10-Jul-23,875.25,63,Delivered
Brien Boise,Baker's Choco Chips,UK,10-Jul-23,596.25,34,Delivered
Jehu Rudeforth,Baker's Choco Chips,USA,10-Jul-23,405,22,Delivered
Madelene Upcott,Caramel Stuffed Bars,USA,10-Jul-23,13529.25,645,Delivered
Brien Boise,White Choc,New Zealand,10-Jul-23,4194,168,Delivered
Marney O'Breen,Eclairs,New Zealand,10-Jul-23,6747.75,356,Delivered
Curtice Advani,Smooth Silky Salty,USA,10-Jul-23,7533,1077,Delivered
Marney O'Breen,50% Dark Bites,USA,10-Jul-23,279,14,Delivered
Jehu Rudeforth,Spicy Special Slims,India,10-Jul-23,7236,453,Delivered
Andria Kimpton,White Choc,USA,11-Jul-23,6129,246,Delivered
Karlen McCaffrey,Mint Chip Choco,UK,11-Jul-23,3440.25,246,Delivered
Van Tuxwell,Choco Coated Almonds,Canada,11-Jul-23,252,21,Delivered
Kelci Walkden,Smooth Silky Salty,USA,11-Jul-23,4797,533,Delivered
Beverie Moffet,Spicy Special Slims,UK,11-Jul-23,2103.75,117,Delivered
Dotty Strutley,Spicy Special Slims,USA,11-Jul-23,7465.5,393,Delivered
Brien Boise,Choco Coated Almonds,New Zealand,11-Jul-23,265.5,23,Delivered
Gunar Cockshoot,Choco Coated Almonds,Australia,11-Jul-23,4974.75,498,Delivered
Jan Morforth,Choco Coated Almonds,India,11-Jul-23,3107.25,222,Delivered
Barr Faughny,Fruit & Nut Bars,USA,11-Jul-23,7749,277,Cancelled
Curtice Advani,50% Dark Bites,Australia,11-Jul-23,519.75,31,Delivered
Beverie Moffet,Orange Choco,Australia,11-Jul-23,11283.75,1411,Delivered
Jehu Rudeforth,Smooth Silky Salty,USA,11-Jul-23,1377,197,Delivered
Oby Sorrel,Manuka Honey Choco,India,11-Jul-23,5555.25,265,Delivered
Roddy Speechley,Milk Bars,UK,11-Jul-23,5125.5,285,Delivered
Gigi Bohling,Choco Coated Almonds,India,11-Jul-23,3919.5,302,Delivered
Dennison Crosswaite,Smooth Silky Salty,New Zealand,11-Jul-23,15162.75,1264,Delivered
Roddy Speechley,Drinking Coco,USA,11-Jul-23,5460.75,456,Delivered
Dotty Strutley,Choco Coated Almonds,India,11-Jul-23,740.25,68,Delivered
Marney O'Breen,Drinking Coco,India,11-Jul-23,5472,548,Delivered
Dotty Strutley,Manuka Honey Choco,Australia,12-Jul-23,6900.75,364,Delivered
Dotty Strutley,Manuka Honey Choco,USA,12-Jul-23,1905.75,83,Delivered
Gunar Cockshoot,70% Dark Bites,UK,12-Jul-23,3314.25,208,Delivered
Kelci Walkden,Smooth Silky Salty,Canada,12-Jul-23,5742,718,Delivered
Beverie Moffet,Baker's Choco Chips,USA,12-Jul-23,5123.25,270,Delivered
Camilla Castle,Baker's Choco Chips,UK,12-Jul-23,13410,671,Delivered
Kelci Walkden,Raspberry Choco,Canada,12-Jul-23,8991,1124,Delivered
Curtice Advani,99% Dark & Pure,Canada,12-Jul-23,9843.75,519,Delivered
Barr Faughny,Eclairs,India,12-Jul-23,5127.75,257,Cancelled
Gigi Bohling,85% Dark Bars,Australia,12-Jul-23,414,18,Delivered
Curtice Advani,Fruit & Nut Bars,Australia,12-Jul-23,6680.25,257,Delivered
Husein Augar,Mint Chip Choco,UK,12-Jul-23,4365,312,Delivered
Wilone O'Kielt,Drinking Coco,USA,12-Jul-23,5658.75,472,Delivered
Roddy Speechley,Mint Chip Choco,UK,13-Jul-23,2427.75,203,Delivered
Brien Boise,Milk Bars,UK,13-Jul-23,2731.5,161,Delivered
Marney O'Breen,Manuka Honey Choco,New Zealand,13-Jul-23,5193,226,Delivered
Curtice Advani,Baker's Choco Chips,Canada,13-Jul-23,4061.25,204,Delivered
Roddy Speechley,Baker's Choco Chips,USA,13-Jul-23,11394,760,Delivered
Brien Boise,Baker's Choco Chips,Australia,13-Jul-23,3498.75,219,Delivered
Madelene Upcott,Eclairs,UK,14-Jul-23,3784.5,165,Delivered
Ches Bonnell,Baker's Choco Chips,USA,14-Jul-23,3222,202,Delivered
Gigi Bohling,Raspberry Choco,USA,14-Jul-23,1233,124,Delivered
Kelci Walkden,Fruit & Nut Bars,UK,14-Jul-23,12386.25,477,Cancelled
Ches Bonnell,99% Dark & Pure,Australia,14-Jul-23,19302.75,805,Delivered
Roddy Speechley,Spicy Special Slims,Australia,14-Jul-23,4214.25,248,Delivered
Beverie Moffet,Eclairs,New Zealand,14-Jul-23,8039.25,350,Delivered
Dotty Strutley,70% Dark Bites,USA,14-Jul-23,317.25,18,Delivered
Marney O'Breen,Baker's Choco Chips,USA,14-Jul-23,7103.25,374,Delivered
Madelene Upcott,Drinking Coco,Canada,14-Jul-23,5645.25,565,Delivered
Ches Bonnell,Mint Chip Choco,India,14-Jul-23,10761.75,897,Delivered
Ches Bonnell,Organic Choco Syrup,USA,14-Jul-23,7683.75,405,Delivered
Curtice Advani,Fruit & Nut Bars,USA,14-Jul-23,4218.75,169,Delivered
Brien Boise,Choco Coated Almonds,USA,14-Jul-23,7132.5,714,Delivered
Brien Boise,70% Dark Bites,USA,14-Jul-23,5361.75,358,Delivered
Gunar Cockshoot,99% Dark & Pure,UK,14-Jul-23,17104.5,778,Delivered
Gigi Bohling,70% Dark Bites,UK,17-Jul-23,3118.5,208,Delivered
Jehu Rudeforth,Orange Choco,Canada,17-Jul-23,9348.75,850,Cancelled
Beverie Moffet,99% Dark & Pure,UK,17-Jul-23,8847,369,Delivered
Marney O'Breen,Eclairs,India,17-Jul-23,6797.25,358,Delivered
Dotty Strutley,50% Dark Bites,Canada,17-Jul-23,5793.75,264,Delivered
Kelci Walkden,Baker's Choco Chips,USA,17-Jul-23,7438.5,438,Delivered
Madelene Upcott,50% Dark Bites,UK,17-Jul-23,3465,193,Delivered
Oby Sorrel,Drinking Coco,New Zealand,17-Jul-23,5400,416,Delivered
Beverie Moffet,Raspberry Choco,Canada,17-Jul-23,3642.75,456,Delivered
Kelci Walkden,Manuka Honey Choco,UK,17-Jul-23,21197.25,922,Delivered
Roddy Speechley,Milk Bars,Australia,17-Jul-23,621,32,Delivered
Curtice Advani,Fruit & Nut Bars,UK,17-Jul-23,7431.75,298,Delivered
Wilone O'Kielt,50% Dark Bites,Canada,17-Jul-23,7278.75,347,Delivered
Karlen McCaffrey,Fruit & Nut Bars,New Zealand,17-Jul-23,10017,371,Cancelled
Roddy Speechley,Fruit & Nut Bars,Canada,17-Jul-23,373.5,17,Delivered
Husein Augar,Organic Choco Syrup,USA,17-Jul-23,5420.25,247,Delivered
Wilone O'Kielt,Smooth Silky Salty,Canada,17-Jul-23,18769.5,2682,Delivered
Gigi Bohling,Orange Choco,India,17-Jul-23,7539.75,1257,Delivered
Mallorie Waber,70% Dark Bites,Canada,17-Jul-23,3665.25,193,Delivered
Kaine Padly,Eclairs,Australia,17-Jul-23,7994.25,381,Delivered
Dotty Strutley,70% Dark Bites,India,18-Jul-23,1323,70,Delivered
Rafaelita Blaksland,Caramel Stuffed Bars,USA,18-Jul-23,9573.75,564,Delivered
Brien Boise,Eclairs,India,18-Jul-23,5260.5,240,Delivered
Kaine Padly,Spicy Special Slims,UK,18-Jul-23,1822.5,102,Delivered
Barr Faughny,Fruit & Nut Bars,New Zealand,18-Jul-23,3156.75,127,Cancelled
Rafaelita Blaksland,Mint Chip Choco,Canada,18-Jul-23,726.75,52,Delivered
Beverie Moffet,Raspberry Choco,Canada,18-Jul-23,5872.5,653,Delivered
Ches Bonnell,Eclairs,New Zealand,18-Jul-23,2380.5,126,Delivered
Ches Bonnell,Mint Chip Choco,New Zealand,18-Jul-23,78.75,7,Delivered
Dotty Strutley,Choco Coated Almonds,USA,18-Jul-23,2988,214,Delivered
Dotty Strutley,Manuka Honey Choco,USA,18-Jul-23,4099.5,179,Delivered
Barr Faughny,Drinking Coco,India,18-Jul-23,6293.25,525,Delivered
Brien Boise,Organic Choco Syrup,Australia,18-Jul-23,5359.5,234,Delivered
Marney O'Breen,Almond Choco,India,18-Jul-23,4403.25,367,Delivered
Gigi Bohling,Manuka Honey Choco,Canada,18-Jul-23,1719,91,Delivered
Marney O'Breen,Spicy Special Slims,Australia,18-Jul-23,5204.25,261,Delivered
Wilone O'Kielt,Orange Choco,UK,18-Jul-23,3624.75,454,Cancelled
Jehu Rudeforth,Caramel Stuffed Bars,UK,19-Jul-23,9119.25,435,Delivered
Madelene Upcott,Peanut Butter Cubes,UK,19-Jul-23,5575.5,254,Delivered
Husein Augar,Peanut Butter Cubes,UK,19-Jul-23,5690.25,238,Delivered
Andria Kimpton,Organic Choco Syrup,USA,19-Jul-23,10721.25,488,Delivered
Barr Faughny,85% Dark Bars,India,19-Jul-23,1154.25,55,Delivered
Jan Morforth,Fruit & Nut Bars,USA,19-Jul-23,8003.25,297,Delivered
Jan Morforth,Organic Choco Syrup,India,19-Jul-23,6709.5,292,Delivered
Dotty Strutley,Manuka Honey Choco,India,19-Jul-23,15284.25,765,Delivered
Andria Kimpton,Fruit & Nut Bars,Australia,19-Jul-23,5519.25,213,Delivered
Kelci Walkden,Choco Coated Almonds,India,20-Jul-23,1399.5,128,Delivered
Camilla Castle,Raspberry Choco,India,20-Jul-23,6178.5,883,Delivered
Husein Augar,70% Dark Bites,UK,20-Jul-23,5955.75,398,Delivered
